100,3.142852728781311e-9
110,3.1508879149541043e-9
120,3.1594426215128357e-9
130,3.1670265967269263e-9
140,3.1773880302935644e-9
150,3.19388979816763e-9
160,3.2056132050848e-9
170,3.2135277065533097e-9
180,3.2308002989786802e-9
190,3.2400455164985665e-9
200,3.255860846780122e-9
210,3.2696001129176263e-9
220,3.2777097762218646e-9
230,3.298198422842532e-9
240,3.3114368240257125e-9
250,3.3211597221962958e-9
260,3.3385936833350446e-9
270,3.3530405037983013e-9
280,3.3750644405834387e-9
290,3.3881998539707535e-9
300,3.405945335007196e-9
310,3.4181569001976606e-9
320,3.440401367885035e-9
330,3.4602213960315533e-9
340,3.4747242466696777e-9
350,3.490007321581016e-9
360,3.5143452135922563e-9
370,3.534544246176267e-9
380,3.5492119645976262e-9
390,3.569038761992942e-9
400,3.5891022579515526e-9
410,3.6103671584771766e-9
420,3.6384077207473873e-9
430,3.660757038351681e-9
440,3.677947360549357e-9
450,3.6988093099518573e-9
460,3.727814737798925e-9
470,3.753092479079051e-9
480,3.773611102054791e-9
490,1.4207716169612106e-9
500,1.4386386541826041e-9
510,1.4571164525097153e-9
520,1.4756006363023932e-9
530,1.494339323338028e-9
540,1.5139127916885015e-9
550,1.5338935281256747e-9
560,1.5545208196679543e-9
570,1.5754636920997826e-9
580,1.5965201238536408e-9
590,1.6176996257319186e-9
600,1.6392047684244774e-9
610,1.6615380307652967e-9
620,1.6837182877431753e-9
630,1.705867176079011e-9
640,1.728355948477459e-9
650,1.7508777842674143e-9
660,1.7731137255433636e-9
670,1.7952987290468182e-9
680,1.8180780130978235e-9
690,1.8406925380146397e-9
700,1.8621021037948754e-9
710,1.8832902800810708e-9
720,1.9032097726022437e-9
730,1.923539613833007e-9
740,1.9432850118881255e-9
750,1.9624313327344086e-9
760,1.980218037556725e-9
770,1.9974300547642925e-9
780,2.0128119279692417e-9
790,2.0264446078146616e-9
800,2.0391968955786266e-9
810,2.051379090794538e-9
820,2.062839366659962e-9
830,2.071363179519905e-9
840,2.077502538914853e-9
850,2.0837721524043067e-9
860,2.088827755494224e-9
870,2.092137544429211e-9
880,2.093210390655803e-9
890,2.091584561612308e-9
900,2.0899591643814765e-9
910,2.087489856654343e-9
920,2.0835774115028658e-9
930,2.077666821749619e-9
940,2.0695928193203783e-9
950,2.061340444950267e-9
960,1.227293837078547e-9
970,1.2319741232277282e-9
980,1.2363660136088037e-9
990,1.2398342010657961e-9
1000,1.2430244104575656e-9
1040,1.2526232768433924e-9
1080,1.255852725147119e-9
1120,1.2531761284335399e-9
1160,1.24576444888659e-9
1200,1.2343650218611211e-9
1240,1.2202905756143085e-9
1280,1.2044778746358181e-9
1320,1.1881606433545616e-9
1360,1.17188069357551e-9
1400,1.1562742634221977e-9
1440,1.1416764096733566e-9
1480,1.6883860089320786e-9
1520,1.6674402247939446e-9
1560,1.646627926043616e-9
1600,1.6270918009992858e-9
1640,1.609101467576298e-9
1680,1.5934590951474935e-9
1720,1.5801432426447438e-9
1760,1.569392126467135e-9
1800,1.5611228127206491e-9
1840,1.555024751619096e-9
1880,1.5511838050869157e-9
1920,1.5492727605164122e-9
1960,1.0870907177825301e-9
2000,1.0891257197667625e-9
2040,1.0911461535435314e-9
2080,1.0930015074375632e-9
2120,1.0945718712176102e-9
2160,1.0957527996610606e-9
2200,1.0966268713605676e-9
2240,1.0969808792994085e-9
2280,1.096924412291571e-9
2320,1.096458029350616e-9
2360,1.0956884125490223e-9
2400,1.0946662153850988e-9
2440,1.5689956803509753e-9
2480,1.567737388892799e-9
2520,1.5659384588201253e-9
2560,1.5637278553392505e-9
2600,1.5612325654945646e-9
2640,1.5588930030371792e-9
2680,1.5565149905907312e-9
2720,1.5543643730497777e-9
2760,1.5525112820339453e-9
2800,1.5510233681000677e-9
2840,1.5498504383031656e-9
2880,1.5491823252610288e-9
2920,1.548873100874736e-9
2960,1.5488984504034292e-9
3000,1.0872238081820976e-9
3040,1.0877593694273005e-9
3080,1.0882113426965133e-9
3120,1.0886621712557108e-9
3160,1.0889619905394445e-9
3200,1.0892278119651646e-9
3240,1.0893419007446494e-9
3280,1.0893299171730284e-9
3320,1.0892260385109048e-9
3360,1.5550889679239746e-9
3400,1.5550401559178347e-9
3440,1.5547975921261181e-9
3480,1.5543856396778831e-9
3520,1.553780669624126e-9
3560,1.5531279922331543e-9
3600,1.5523801473832346e-9
3640,1.5516089933472453e-9
3680,1.550863284887419e-9
3720,1.5502388548858637e-9
3760,1.5496871371879808e-9
3800,1.5492560023838614e-9
3840,1.5489688507365823e-9
3880,1.5488256334953386e-9
3920,1.548874159867074e-9
3960,1.5489704406354567e-9
4000,1.5492345880846894e-9
4040,1.5495707374564073e-9
4080,1.5498589598560954e-9
4120,1.550315489015745e-9
4160,1.5506520484409677e-9
4200,1.5510368455716694e-9
4240,1.5513014432489163e-9
4280,1.551493860060013e-9
4320,1.5516861975524583e-9
4360,1.5516618413770122e-9
4400,1.551541007713723e-9
4440,1.551396016382386e-9
4480,1.55120310967804e-9
4520,1.5508659767215196e-9
4560,1.5505530082925017e-9
4600,1.5501684760764016e-9
4640,1.549832217393901e-9
4680,1.5495441232027765e-9
4720,1.5492322193082363e-9
4760,1.5489926144373493e-9
4800,1.5488970561841652e-9
4840,1.5488014957373784e-9
4880,1.548610087145576e-9
4920,1.5488980416500564e-9
4960,1.549114178354386e-9
5100,1.5498106101903139e-9
6100,1.5494255805714627e-9
7100,1.5490163236658629e-9
8100,1.548895641159508e-9
9100,1.5488947725637038e-9
10100,1.548677850153059e-9
11100,1.5483646231256578e-9
12100,1.548387363954015e-9
13100,1.5484818460081035e-9
14100,1.5482644432577912e-9
15100,1.54807131561816e-9
16100,1.5479497303413339e-9
17100,1.5478997027099716e-9
18100,1.5478018475195076e-9
19100,1.547393397989562e-9
20100,1.5473913099736984e-9
21100,1.546957042675808e-9
22100,1.546546542980176e-9
23100,1.5462089417811327e-9
24100,1.5457988685703551e-9
25100,1.545293789030057e-9
26100,1.544811856853208e-9
27100,1.5441894871724527e-9
28100,1.5436131460643034e-9
29100,1.5430620390009505e-9
30100,1.5424148353236805e-9
31100,1.5416743932743771e-9
32100,1.5408868690677447e-9
33100,1.5400286740171493e-9
34100,1.5391239432683895e-9
35100,1.5382454565476562e-9
36100,1.5373206647559145e-9
37100,1.5363971825906565e-9
38100,1.5353809628517323e-9
39100,1.5344143651479909e-9
40100,1.5334964942460242e-9
41100,1.532438571059654e-9
42100,1.5314759116719754e-9
43100,1.5305400539831406e-9
44100,1.5296289521899587e-9
45100,1.5289283211430809e-9
46100,1.5280891436496196e-9
47100,1.5273683993595788e-9
48100,1.526741063604817e-9
49100,1.5260913538608234e-9
50100,1.6662756006454062e-7
51100,1.6975017577639804e-7
52100,1.7234976302247032e-7
53100,1.7598162453576502e-7
54100,1.7925810882424358e-7
55100,1.830357126441711e-7
56100,1.8456091114704376e-7
57100,1.8909268538280514e-7
58100,1.9281822406529678e-7
59100,1.9731428319935816e-7
60100,2.0048777867509694e-7
61100,2.044994051120958e-7
62100,2.0703445650635787e-7
63100,2.1053424742299467e-7
64100,2.1458140536904635e-7
65100,2.1822204688599677e-7
66100,2.229511705463806e-7
67100,2.2645772948420959e-7
68100,2.316721124089101e-7
69100,2.3340226201264526e-7
70100,2.373904380672716e-7
71100,2.4319313534222893e-7
72100,2.461635880157046e-7
73100,2.5159959733630106e-7
