74100,2.561913829120591e-7
75100,2.597902157739348e-7
76100,2.6535002321892414e-7
77100,2.686338215815234e-7
78100,2.749058436913694e-7
79100,2.780213677085031e-7
80100,2.8136770996390643e-7
81100,2.885681437423854e-7
82100,2.921529786302018e-7
83100,2.9626541152576703e-7
84100,3.008284187980934e-7
85100,3.103121930198754e-7
86100,3.1113870764946816e-7
87100,3.1455718514754577e-7
88100,3.192347537870489e-7
89100,3.2496834759338826e-7
90100,3.327478425146965e-7
91100,3.3723408510819703e-7
92100,3.396863764742402e-7
93100,3.420928257985598e-7
94100,3.4775089149098125e-7
95100,3.5011936728745487e-7
96100,3.549828560732211e-7
97100,3.585150656170426e-7
98100,3.6382885295766473e-7
99100,3.6940882785346357e-7
